,zip_code,y-2016,y-2015,y-2014,y-2013,y-2012,y-2011,y-2010,aggregate,Zip,City,State,Latitude,Longitude,Distance from Reactor,Reactor_lat,Reactor_lng,Reactor_city,Reactor_state,Reactor_name,Reactor_units
10843,33544,25477,25388,24374,23914,23806,21790,22800,167549,33544,Zephyrhills,FL,28.266579999999998,-82.34222,237.3653674105827,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10888,33629,26022,25382,24362,23700,24430,24427,23638,171961,33629,Tampa,FL,27.92085,-82.50916,237.39460010316003,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
11168,34748,38861,39256,39441,38524,40141,39402,38246,273871,34748,Leesburg,FL,28.797245,-81.88466,237.43517062642968,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10871,33607,25103,25509,25760,24289,24140,22655,23541,170997,33607,Tampa,FL,27.963797999999997,-82.49537,237.629369530611,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10300,32130,5520,4996,6105,5779,6528,6674,5474,41076,32130,De Leon Springs,FL,29.140657,-81.34496999999999,237.76256958484274,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10872,33609,17187,17293,16829,16963,17197,16912,15999,118380,33609,Tampa,FL,27.943548999999997,-82.50656,237.94236646525087,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10876,33613,33549,31259,32016,31066,31389,32207,31990,223476,33613,Tampa,FL,28.077994,-82.44989,237.96043828904513,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10849,33559,17426,17570,16768,16952,16176,15386,15427,115705,33559,Land O' Lakes,FL,28.156536,-82.415275,238.33722927223633,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10564,32784,12247,11395,11378,11335,11389,10798,11432,79974,32784,Umatilla,FL,28.948549,-81.70621,238.82970301682002,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
11055,34209,34324,33345,32883,33008,32610,31908,31816,229894,34209,Bradenton,FL,27.488865999999998,-82.62737,238.83041743562475,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
11056,34210,17462,16271,15906,14925,15323,15318,15916,111121,34210,Bradenton,FL,27.455543,-82.63372,239.0968789841403,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
11066,34228,7158,7072,7003,6658,6612,6706,6888,48097,34228,Longboat Key,FL,27.396931,-82.64475,239.6950658398078,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10864,33597,9076,7938,8026,7931,8117,8119,8026,57233,33597,Webster,FL,28.568393,-82.15053,239.78089665383703,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
10877,33614,47755,48076,47901,48125,47421,46629,46449,332356,33614,Tampa,FL,28.006247,-82.50632,240.22900538767203,27.244471,-80.225273,Jensen Beach,FL,Saint Lucie ,2.0
987,03902,2438,2306,2285,2049,2042,1962,2211,15293,03902,Cape Neddick,ME,43.216251,-70.62856,41.38264832049339,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
992,03907,1205,1337,1141,1143,1183,1174,894,8077,03907,Ogunquit,ME,43.247931,-70.59952,45.60466511731719,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
991,03906,4687,4660,4643,4596,4588,4568,4647,32389,03906,North Berwick,ME,43.327517,-70.7646,49.50641769610036,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
969,03868,5272,5315,5505,6185,5879,5827,5323,39306,03868,Rochester,NH,43.340581,-70.96311,50.73654967819352,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1052,04090,9974,9869,9783,9697,9662,9643,9589,68217,04090,Wells,ME,43.320211,-70.61178000000001,52.36554961008089,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1013,04027,6118,6094,6077,6049,6024,5984,6031,42377,04027,Lebanon,ME,43.403349,-70.91719,57.29119538625814,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
941,03835,6827,6825,6824,6797,6768,6726,6786,47553,03835,Farmington,NH,43.395688,-71.06217,58.403599080252,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
956,03851,3967,3910,3937,3946,3987,3914,4040,27701,03851,Milton,NH,43.422942,-71.01136899999999,60.424154988954925,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1042,04073,16354,16468,16327,16085,16348,16294,16189,114065,04073,Sanford,ME,43.426792,-70.75245,60.556898578357156,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1023,04043,11161,11051,10972,10912,10869,10844,10810,76619,04043,Kennebunk,ME,43.38551,-70.54706999999999,61.15351449480874,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
983,03887,1946,2041,2004,1988,2086,2175,2154,14394,03887,Union,NH,43.448064,-71.02823000000001,63.43029282977248,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1046,04083,4489,4349,4485,4751,4537,4648,4525,31784,04083,Springvale,ME,43.467037,-70.80275,64.49854165669731,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1024,04046,7704,7662,7610,7575,7554,7526,7496,53127,04046,Kennebunkport,ME,43.399494,-70.4769,65.16245510646633,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
960,03855,2667,2653,2648,2644,2627,2614,2638,18491,03855,New Durham,NH,43.443682,-71.14628,65.55977643734721,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
957,03852,624,696,655,639,579,646,558,4397,03852,Milton Mills,NH,43.500126,-70.96931,68.39632137634969,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
998,04002,7422,7429,7407,7390,7362,7335,7351,51696,04002,Alfred,ME,43.490939000000004,-70.6884,68.54496321009479,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
943,03837,1646,1733,1605,1616,1262,1138,1519,10519,03837,Gilmanton Iron Works,NH,43.435913,-71.32970999999999,71.25276956018176,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
923,03809,3375,3702,3554,3749,3503,3566,3716,25165,03809,Alton,NH,43.478364,-71.22377,71.4692030072554,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
997,04001,2551,2520,2495,2470,2445,2237,2429,17147,04001,Acton,ME,43.548123,-70.93189,73.43756585233513,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1001,04006,146,169,139,63,34,30,96,677,04006,Biddeford Pool,ME,43.436049,-70.3598,73.63628858344735,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
924,03810,1996,1593,1716,1510,1737,1648,1538,11738,03810,Alton Bay,NH,43.478916999999996,-71.28775999999999,73.7512518835792,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1000,04005,23127,23093,23153,23336,23516,23525,23146,162896,04005,Biddeford,ME,43.480703999999996,-70.45871,73.81140523006027,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1044,04076,2675,2681,2678,2680,2672,2659,2683,18728,04076,Shapleigh,ME,43.553076000000004,-70.84515,73.85727918713417,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1050,04087,2169,2367,1862,1934,1901,2067,2116,14416,04087,Waterboro,ME,43.56066,-70.75497,75.266119405806,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
973,03872,3352,3604,3470,3545,3703,3834,3809,25317,03872,Sanbornville,NH,43.564008,-71.03405,76.18737969319037,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1041,04072,19008,18874,18757,18647,18561,18455,18482,130784,04072,Saco,ME,43.527322,-70.45170999999999,78.70582243104622,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1035,04063,450,438,315,340,278,259,412,2492,04063,Ocean Park,ME,43.504889,-70.385703,78.99544922004189,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1015,04030,2666,2774,2626,2306,2053,2100,2208,16733,04030,East Waterboro,ME,43.585861,-70.6793,79.02513891475114,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1036,04064,8277,8259,8364,8319,8392,8452,8212,58275,04064,Old Orchard Beach,ME,43.514864,-70.3856,79.96151226107521,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1022,04042,4416,4377,4343,4316,4299,4290,4281,30322,04042,Hollis Center,ME,43.611238,-70.63265,82.59705787210483,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
985,03894,6185,6238,6231,6252,6286,6302,6314,43808,03894,Wolfeboro,NH,43.596233000000005,-71.19552,82.88955592904347,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1056,04095,1185,1204,1337,1200,1187,1252,1274,8639,04095,West Newfield,ME,43.642631,-70.91218,83.85146339534585,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
938,03830,2277,1922,1925,1708,1468,1235,1610,12145,03830,East Wakefield,NH,43.640621,-70.98935,84.10557753170814,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1033,04061,2938,2615,3259,3465,3707,3429,3369,22782,04061,North Waterboro,ME,43.643195,-70.73033000000001,84.62763326434147,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1031,04056,346,345,250,195,167,128,257,1688,04056,Newfield,ME,43.658378000000006,-70.868871,85.53904271731452,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
811,03249,7103,7140,7142,7136,7140,7157,7113,49931,03249,Laconia,NH,43.555878,-71.398521,85.55660319195076,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
810,03246,16238,16075,16014,16001,16067,16126,15963,112484,03246,Laconia,NH,43.557153,-71.43842,87.33603656384578,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1043,04074,19459,19222,19096,18963,18809,18685,18760,132994,04074,Scarborough,ME,43.583224,-70.35268,87.89322530447474,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1026,04048,2937,2944,3000,2959,2937,2930,2946,20653,04048,Limerick,ME,43.682790999999995,-70.77178,88.62391909645534,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1055,04093,8124,8106,8079,8056,8052,8035,8034,56486,04093,West Buxton,ME,43.660385999999995,-70.57491999999999,89.06507482847884,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
966,03864,1668,1591,1543,1495,1747,1845,1696,11585,03864,Ossipee,NH,43.672636,-71.10266,89.10993582402246,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
958,03853,542,632,737,732,907,868,602,5020,03853,Mirror Lake,NH,43.642398,-71.28614,90.23810336889277,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
827,03269,2982,2981,2977,2966,2958,2939,2966,20769,03269,Sanbornton,NH,43.523175,-71.5876,91.31989563692767,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
978,03882,1352,1368,1362,1377,1344,1461,1465,9729,03882,South Effingham,NH,43.721239000000004,-71.00005999999999,93.11259152344087,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
929,03816,1259,1266,1252,1420,1352,1450,1368,9367,03816,Center Tuftonboro,NH,43.685171000000004,-71.28404,94.60644777931532,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1027,04049,3717,3706,3639,3654,3649,3607,3659,25631,04049,Limington,ME,43.733814,-70.70263,94.92040250521401,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1064,04107,9117,9022,8983,8993,8990,9021,8980,63106,04107,Cape Elizabeth,ME,43.604739,-70.22617,95.21918912911808,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1018,04038,17015,16834,16677,16540,16395,16217,16381,116059,04038,Gorham,ME,43.697117999999996,-70.46301,95.74492834202842,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1063,04106,25633,25565,25377,25257,25194,25048,25175,177249,04106,South Portland,ME,43.631549,-70.27271999999999,95.75430392157169,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1025,04047,1846,1622,1658,1616,1494,1649,1892,11777,04047,Parsonsfield,ME,43.755002000000005,-70.8983,96.31034718250496,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
955,03850,320,280,267,230,254,276,372,1999,03850,Melvin Village,NH,43.707657,-71.301681,97.44943156656815,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1054,04092,17969,17754,17662,17578,17501,17410,17515,123389,04092,Westbrook,ME,43.682148,-70.35823,97.48994521491677,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1060,04102,17833,17781,18118,17540,16610,16629,17335,121846,04102,Portland,ME,43.658632,-70.2911,97.63253792771852,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
813,03253,6231,6284,6283,6284,6265,6260,6219,43826,03253,Meredith,NH,43.644559,-71.50488,98.42003716084031,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1009,04020,1312,1314,1383,1488,1482,1546,1403,9928,04020,Cornish,ME,43.773606,-70.80878,98.48700750470482,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1059,04101,17031,17073,16956,17339,17844,17646,17227,121116,04101,Portland,ME,43.660525,-70.25862,99.10780734083721,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
807,03243,1022,1173,1164,1200,1210,1270,1085,8124,03243,Hill,NH,43.521669,-71.73815,99.40684820719618,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1048,04085,1972,1859,2062,1948,1523,1513,1786,12663,04085,Steep Falls,ME,43.770432,-70.63812,99.80734821497178,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
928,03814,2343,2373,2413,2471,2316,2234,2329,16479,03814,Center Ossipee,NH,43.767878,-71.12926,99.91641625447679,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1047,04084,8099,8145,7880,7953,8359,8339,8088,56863,04084,Standish,ME,43.761599,-70.56433,100.15609168857353,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1061,04103,30729,30591,30211,30354,30639,30857,30606,213987,04103,Portland,ME,43.685882,-70.2903,100.3249891070965,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
814,03254,4072,4040,4052,4065,4078,4131,4049,28487,03254,Moultonborough,NH,43.712184,-71.39299,100.78391859086555,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
816,03256,2295,2253,2266,2288,2229,2283,2169,15783,03256,New Hampton,NH,43.60768,-71.64372,101.47120066039726,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1065,04108,952,927,913,900,1000,919,862,6473,04108,Peaks Island,ME,43.665177,-70.19475,102.232380781334,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1066,04109,104,118,119,94,73,117,93,718,04109,Portland,ME,43.678339,-70.19874200000001,103.2971130370493,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
942,03836,1324,1286,1195,1200,1197,1077,1489,8768,03836,Freedom,NH,43.814201000000004,-71.0803,104.24573627658643,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1053,04091,891,808,910,996,989,904,911,6409,04091,West Baldwin,ME,43.824884999999995,-70.75038,104.52047424915567,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1012,04024,612,610,601,594,596,622,608,4243,04024,East Baldwin,ME,43.823848999999996,-70.68482,105.03653716702722,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1038,04068,1615,1728,1774,1694,1692,1591,1505,11599,04068,Porter,ME,43.833830999999996,-70.93094,105.16367119974298,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
794,03226,1011,1057,1012,994,1034,960,1117,7185,03226,Center Harbor,NH,43.721094,-71.49651999999999,105.43690800480877,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
984,03890,262,323,345,350,278,283,327,2168,03890,West Ossipee,NH,43.811782,-71.194586,105.87398590932368,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1062,04105,11556,11587,11424,11260,11191,11100,11158,79276,04105,Falmouth,ME,43.736732,-70.26026999999999,106.45208641182319,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1028,04050,207,229,239,238,310,329,230,1782,04050,Long Island,ME,43.692683,-70.15475,106.55003721834298,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
790,03222,5566,5656,5572,5684,5692,5673,5353,39196,03222,Bristol,NH,43.615798999999996,-71.75005999999999,107.6699923697269,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1034,04062,17842,17459,17300,17164,17026,16851,17020,120662,04062,Windham,ME,43.810673,-70.41696999999999,108.87726285040901,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1021,04041,1836,1787,1711,1694,1808,1704,1613,12153,04041,Hiram,ME,43.871738,-70.83391,109.31334242200518,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
786,03217,2159,2196,2066,1796,1653,1507,2076,13453,03217,Ashland,NH,43.705061,-71.62778,109.44718301262077,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1008,04019,0,0,0,0,69,72,71,212,04019,Cliff Island,ME,43.696875,-70.09448,109.66490421052406,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
979,03883,110,127,98,61,86,88,178,748,03883,South Tamworth,NH,43.828696,-71.32104,110.62267889315808,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1067,04110,1339,1445,1361,1297,1389,1259,1391,9481,04110,Cumberland Foreside,ME,43.760369,-70.19681,111.21155205357209,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
809,03245,2181,2050,1945,1674,1671,1600,2027,13148,03245,Holderness,NH,43.737831,-71.60440600000001,111.46047912546892,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
976,03875,1349,1181,1093,1168,968,919,833,7511,03875,Silver Lake,NH,43.868287,-71.18267,111.75198616152448,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
795,03227,1020,1223,1146,1039,867,1054,925,7274,03227,Center Sandwich,NH,43.802935999999995,-71.45125999999999,111.9109112753112,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1014,04029,1547,1651,1603,1559,1605,1609,1725,11299,04029,Sebago,ME,43.887356,-70.67755,112.11119376876157,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
982,03886,2144,2180,2162,2059,1969,1970,2112,14596,03886,Tamworth,NH,43.857079,-71.25988000000001,112.1230643722063,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1010,04021,6232,6009,5977,5982,5847,5933,5820,41800,04021,Cumberland Center,ME,43.798251,-70.26554,112.35790625418292,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1007,04017,412,470,431,401,285,263,341,2603,04017,Chebeague Island,ME,43.736628,-70.11522,112.3802977299384,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
930,03817,535,484,563,656,802,786,574,4400,03817,Chocorua,NH,43.878112,-71.22069,113.54102146323143,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
939,03832,322,328,348,366,393,413,395,2565,03832,Eaton Center,NH,43.907045000000004,-71.04715999999999,114.08302462535777,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
824,03264,7230,7370,7453,7469,7543,7378,7468,51911,03264,Plymouth,NH,43.753837,-71.64503,114.72722678275986,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
952,03847,194,283,245,272,258,185,294,1731,03847,Kearsarge,NH,43.883871,-71.257726,114.93770528784846,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1057,04096,8502,8467,8433,8402,8390,8383,8349,58926,04096,Yarmouth,ME,43.801773,-70.17931999999999,115.91365117985652,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
804,03240,1276,1192,1278,1318,1383,1325,1340,9112,03240,Grafton,NH,43.568328,-71.96422,116.37724674840122,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1004,04010,1388,1283,1261,1336,1317,1358,1597,9540,04010,Brownfield,ME,43.938741,-70.90049,116.7467167742357,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
999,04003,315,468,468,527,674,656,330,3438,04003,Bailey Island,ME,43.730790999999996,-69.99448000000001,117.47222149775153,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1019,04039,7630,7658,7539,7417,7287,7107,7422,52060,04039,Gray,ME,43.879576,-70.3533,117.84336680295858,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
954,03849,1248,1344,1395,1306,1440,1307,1585,9625,03849,Madison,NH,43.930805,-71.14311,117.89886148468221,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
819,03259,305,336,318,303,323,318,368,2271,03259,North Sandwich,NH,43.880005,-71.39475,118.02446543303286,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1058,04097,3723,3676,3646,3598,3578,3555,3574,25350,04097,North Yarmouth,ME,43.842797,-70.22985,118.06819832352994,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1040,04071,4960,4844,4895,4989,5025,5168,4801,34682,04071,Raymond,ME,43.917206,-70.47233,118.7948402075379,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
805,03241,852,909,925,838,797,739,876,5936,03241,Hebron,NH,43.713794,-71.80641999999999,118.88843757769065,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1011,04022,1054,1178,1210,1049,1013,1053,1148,7705,04022,Denmark,ME,43.968999999999994,-70.78804000000001,120.27896231544645,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1030,04055,3828,3823,3788,3786,3761,3806,3793,26585,04055,Naples,ME,43.959974,-70.60311999999999,121.04481764448569,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1037,04066,618,556,463,377,393,344,539,3290,04066,Orrs Island,ME,43.763403000000004,-69.97038,121.53085757645141,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1006,04015,3927,3885,3862,3809,3825,3707,3808,26823,04015,Casco,ME,43.952597,-70.51377,121.74738183285739,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
931,03818,3485,3701,3583,3628,3599,3848,3807,25651,03818,Conway,NH,43.966958,-71.15892,122.08732083891258,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1016,04032,8242,8127,8049,7971,7946,7899,7879,56113,04032,Freeport,ME,43.843778,-70.10172,123.0684246767116,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1045,04079,3909,3791,3849,3874,3721,3814,3871,26829,04079,Harpswell,ME,43.797398,-69.95217,125.43210039655563,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
897,03741,4137,4177,4218,4261,4231,4213,4208,29445,03741,Canaan,NH,43.659172,-72.01333000000001,126.01500473762879,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1039,04069,1714,1568,1492,1471,1439,1427,1465,10576,04069,Pownal,ME,43.912616,-70.17893000000001,126.83939380774228,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1095,04260,5653,5619,5590,5556,5533,5489,5542,38982,04260,New Gloucester,ME,43.957375,-70.29488,127.6064581755418,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
791,03223,3417,3366,3389,3384,3389,3385,3427,23757,03223,Campton,NH,43.887682,-71.65160999999999,127.6914432034083,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
784,03215,186,214,260,240,318,428,247,1893,03215,Waterville Valley,NH,43.951304,-71.50336,128.6733043776395,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
927,03813,3171,3068,3471,3693,3916,3490,3250,24059,03813,Center Conway,NH,44.041089,-71.0627,129.03253804671309,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
964,03860,4480,4294,4130,3964,3815,4111,4056,28850,03860,North Conway,NH,44.035684,-71.13084,129.21174509466593,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1017,04037,3793,3773,3826,3843,3838,3877,3834,26784,04037,Fryeburg,ME,44.050856,-70.95648,129.37530079974337,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
901,03748,4636,4593,4584,4580,4657,4625,4762,32437,03748,Enfield,NH,43.614847,-72.12058,129.41659882974034,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
825,03266,2317,2280,2284,2234,2366,2277,2163,15921,03266,Rumney,NH,43.806365,-71.87952,130.57232224477445,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1003,04009,5300,5272,5227,5227,5212,5179,5151,36568,04009,Bridgton,ME,44.059191999999996,-70.72551999999999,130.65472600246792,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1220,04562,2029,1961,1983,2153,2228,2392,2216,14962,04562,Phippsburg,ME,43.793136,-69.81778,131.80808793924035,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
911,03770,602,662,585,528,550,445,524,3896,03770,Meriden,NH,43.525462,-72.28072,134.37090430765838,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1005,04011,20497,20378,20329,20319,20376,20457,20278,142634,04011,Brunswick,ME,43.8992,-69.95894,134.3815685083995,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1103,04274,5528,5492,5455,5398,5368,5346,5343,37930,04274,Poland,ME,44.049157,-70.39076999999999,134.7183962099536,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1074,04222,3918,3902,3879,3867,3853,3821,3848,27088,04222,Durham,ME,43.972505,-70.12291,134.80602277489405,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
950,03845,1077,1324,1163,1248,869,990,991,7662,03845,Intervale,NH,44.086488,-71.13865,134.88903214319544,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1020,04040,3166,3173,3127,3068,3064,3040,3111,21749,04040,Harrison,ME,44.103892,-70.65326999999999,136.23742434131162,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
918,03781,1982,1714,1933,2002,2020,2083,1840,13574,03781,Plainfield,NH,43.533570000000005,-72.30353000000001,136.41138388990177,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
926,03812,639,625,678,616,649,690,824,4721,03812,Bartlett,NH,44.081906,-71.29729,137.02241585987127,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1213,04548,1018,1114,1050,998,935,826,1042,6983,04548,Georgetown,ME,43.810548,-69.74325,137.2164185494729,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
835,03282,787,937,896,900,916,999,902,6337,03282,Wentworth,NH,43.874357,-71.91765,138.39555394937508,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1049,04086,8731,8734,8728,8750,8819,8869,8787,61418,04086,Topsham,ME,43.946740000000005,-69.96163,138.70100703590293,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
944,03838,1123,885,994,981,1337,1166,1031,7517,03838,Glen,NH,44.116958000000004,-71.20354,139.1466864866222,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
909,03766,9238,9523,9345,9591,9379,9310,8958,65344,03766,Lebanon,NH,43.642945000000005,-72.24403000000001,139.21474600767422,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1101,04270,6795,6438,6210,6162,5929,5890,5880,43304,04270,Oxford,ME,44.114612,-70.50506,139.4577122061079,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1204,04530,10888,10854,10937,10889,10968,11028,10818,76382,04530,Bath,ME,43.900651,-69.83405,140.30507315624712,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
902,03750,905,1187,1073,1099,1048,883,870,7065,03750,Etna,NH,43.701003,-72.20056,140.4409362543945,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
1091,04256,2967,2990,2980,3024,3038,3060,3064,21123,04256,Mechanic Falls,ME,44.10472,-70.39197,140.6161600327262,42.889351,-70.871658,Seabrook,NH,Seabrook ,1.0
