,zip_code,y-2016,y-2015,y-2014,y-2013,y-2012,y-2011,y-2010,aggregate,Zip,City,State,Latitude,Longitude,Distance from Reactor,Reactor_lat,Reactor_lng,Reactor_city,Reactor_state,Reactor_name,Reactor_units
25005,72740,9141,8958,9127,9034,9475,9340,9543,64618,72740,Huntsville,AR,36.1161,-93.68605,95.9090645285241,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24620,71961,929,967,1159,1259,1121,1166,1003,7604,71961,Oden,AR,34.606137,-93.82391,96.2408620746874,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25077,72940,2837,2651,2427,1943,1804,1738,2515,15915,72940,Huntington,AR,35.105477,-94.26995,96.2635027503687,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25065,72923,4821,4830,4819,4834,4787,4700,4735,33526,72923,Barling,AR,35.332908,-94.30853,96.31156294092656,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24951,72633,1775,2025,1895,1893,1672,1713,1833,12806,72633,Everton,AR,36.150276,-92.89576,96.50292400962789,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24753,72173,9328,9300,9117,9614,9564,9249,9078,65250,72173,Vilonia,AR,35.102318,-92.22148,96.61104789883889,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24598,71913,44513,44123,43047,43180,44188,42952,43436,305439,71913,Hot Springs National Park,AR,34.47056,-93.08805,96.78974339798809,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24767,72212,12970,13181,13865,13597,12691,13135,12705,92144,72212,Little Rock,AR,34.783505,-92.40807,97.69300067927142,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24765,72210,15061,15083,14479,14704,15020,15433,14258,104038,72210,Little Rock,AR,34.71542,-92.47086999999999,98.42067328565314,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25066,72926,603,597,568,425,464,537,545,3739,72926,Boles,AR,34.734204,-94.05784,99.27956173833955,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24674,72051,784,815,636,482,637,588,622,4564,72051,Fox,AR,35.814005,-92.32243000000001,99.43243666548769,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24766,72211,23345,23415,21740,22015,21748,21255,21288,154806,72211,Little Rock,AR,34.749722999999996,-92.41345,99.7164709652321,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25088,72952,2941,3297,3098,2961,2785,2743,2945,20770,72952,Rudy,AR,35.562293,-94.31088000000001,99.76443094202071,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24981,72682,592,599,504,149,150,148,194,2336,72682,Valley Springs,AR,36.136628,-92.75237,100.13837101231246,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25072,72934,793,724,1441,1446,1395,1358,1047,8204,72934,Chester,AR,35.668554,-94.27583,100.43598511949095,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25090,72956,34520,33117,32870,32685,33058,32585,34074,232909,72956,Van Buren,AR,35.456536,-94.34581,100.59323155778415,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24622,71964,4345,4096,3781,4202,4092,4236,3926,28678,71964,Pearcy,AR,34.424114,-93.24096,100.86302073376756,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24769,72227,11131,11683,12153,12538,12283,11436,11462,82686,72227,Little Rock,AR,34.771024,-92.37116999999999,101.19540284946699,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24684,72067,2546,2757,2945,2974,3153,2953,2726,20054,72067,Higden,AR,35.564065,-92.1649,101.4379634004277,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24938,72601,30184,30240,30185,30604,30823,31041,30163,213240,72601,Harrison,AR,36.236984,-93.09345,101.73365120782269,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25060,72903,26213,26841,26837,25475,25725,25530,26148,182769,72903,Fort Smith,AR,35.357040999999995,-94.36914,101.83747628958172,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24711,72111,1291,990,1029,982,1193,1205,1362,8052,72111,Mount Vernon,AR,35.227869,-92.13033,102.05543836838167,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24633,72002,17369,16319,15302,14801,13534,13343,14134,104802,72002,Alexander,AR,34.644387,-92.50223000000001,102.1715171728928,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25063,72916,7833,7654,7507,7521,7022,6781,7131,51449,72916,Fort Smith,AR,35.265119,-94.37789000000001,102.90856772581549,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24956,72639,715,867,899,920,834,840,683,5758,72639,Harriet,AR,36.021569,-92.48605,103.10659870548274,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24763,72207,10427,10092,10544,10278,10640,10012,10344,72337,72207,Little Rock,AR,34.771291,-92.34241999999999,103.25340216978098,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24717,72118,22208,23271,23272,23950,24062,22980,22592,162335,72118,North Little Rock,AR,34.813269,-92.30229,103.50566368732964,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24669,72044,771,816,816,906,900,828,881,5918,72044,Edgemont,AR,35.624351000000004,-92.16056,103.69401445665679,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25081,72945,215,242,245,334,391,337,314,2078,72945,Midland,AR,35.090489,-94.35096999999999,103.81520363915297,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24644,72015,30457,29757,29037,28277,27398,26622,27307,198855,72015,Benton,AR,34.564734,-92.59562,103.87981805248192,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25061,72904,21517,21051,20130,21217,21287,21217,21893,148312,72904,Fort Smith,AR,35.406185,-94.39103,104.08780574772284,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24619,71960,1381,1517,1437,1442,1739,1794,1383,10693,71960,Norman,AR,34.480095,-93.72298,104.1130138547561,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24603,71933,988,983,1591,1748,1518,1359,1616,9803,71933,Bonnerdale,AR,34.397265999999995,-93.4063,104.85837907208547,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24939,72611,1621,1650,1695,1801,1849,1929,1696,12241,72611,Alpena,AR,36.272469,-93.31302,104.89915849145184,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24647,72019,24153,23987,23713,23996,23497,22352,23346,165044,72019,North Little Rock,AR,34.804790999999994,-92.28925,105.0204880224912,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24761,72205,24149,23798,23038,22278,21503,21852,23000,159618,72205,Little Rock,AR,34.752390999999996,-92.3355,105.03901059676187,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25062,72908,13499,13639,13494,13556,13648,13377,13378,94591,72908,Fort Smith,AR,35.301623,-94.41283,105.84621768646986,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24650,72022,16497,16318,15685,15247,14822,14353,14270,107192,72022,Bryant,AR,34.606079,-92.49472,105.84650436461973,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24980,72680,613,689,735,769,737,864,807,5214,72680,Timbo,AR,35.880462,-92.29117,105.88129657852288,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25059,72901,22201,22148,22995,22822,22591,22747,21591,157095,72901,Fort Smith,AR,35.373791,-94.41371,105.93620920327344,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25075,72937,3484,3476,3767,3916,3568,3662,3858,25731,72937,Hackett,AR,35.15875,-94.39461999999999,105.97936279469262,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24760,72204,30234,29696,30480,31266,31309,30874,32505,216364,72204,Little Rock,AR,34.729159,-92.34019,106.31849778875853,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25023,72774,5621,6050,6270,6573,6328,6092,6121,43055,72774,West Fork,AR,35.896307,-94.19660999999999,106.42358765270743,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25070,72932,1957,2182,2069,2048,2045,1973,1597,13871,72932,Cedarville,AR,35.604409000000004,-94.37313,106.44131348171481,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24971,72663,520,549,543,500,358,418,361,3249,72663,Onia,AR,35.927802,-92.32249,106.75417546698567,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25076,72938,1410,1455,1476,1646,1649,1446,1391,10473,72938,Hartford,AR,35.026990999999995,-94.36684,107.26001666254014,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24719,72120,31719,31281,30921,30523,30617,31204,31610,217875,72120,Sherwood,AR,34.855962,-92.21996999999999,107.37733149034506,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24718,72119,0,0,60,79,82,84,5,310,72119,North Little Rock,AR,34.80165,-92.259781,107.45103820404759,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24734,72137,2612,2328,2250,2158,2077,2290,2555,16270,72137,Rose Bud,AR,35.341122999999996,-92.06141,107.59864689636039,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25003,72738,2422,2518,2654,2783,2603,3073,2419,18472,72738,Hindsville,AR,36.155775,-93.88705999999999,108.42212503762724,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24670,72045,1207,1142,1325,1181,1442,1630,1151,9078,72045,El Paso,AR,35.141743,-92.07641,108.42332578002434,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25708,74901,1912,1915,1954,1927,1984,2116,1992,13800,74901,Arkoma,OK,35.347792,-94.44274,108.49601261407598,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24715,72116,22553,21920,21638,21979,21287,21633,21431,152441,72116,North Little Rock,AR,34.799541,-92.24764,108.5059676479972,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24941,72617,155,171,164,199,171,151,198,1209,72617,Big Flat,AR,36.004445000000004,-92.37364000000001,108.82719499563355,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24764,72209,30751,30592,31624,31758,32605,33800,32376,223506,72209,Little Rock,AR,34.674192,-92.35557,109.2445650654455,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24714,72114,12814,13264,13864,12218,12197,11818,12658,88833,72114,North Little Rock,AR,34.763923999999996,-92.26463000000001,109.46184072420984,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24758,72201,763,888,954,947,880,1021,1024,6477,72201,Little Rock,AR,34.745692,-92.27986999999999,109.53134348830568,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25723,74946,143,137,132,149,130,168,137,996,74946,Moffett,OK,35.41483,-94.45263,109.72953489203675,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24759,72202,11307,10905,11208,10704,11005,9929,9978,75036,72202,Little Rock,AR,34.739224,-92.27765,110.12522900453504,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24976,72672,272,297,247,247,321,329,279,1992,72672,Pyatt,AR,36.264469,-92.84044,110.13292632268426,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25709,74902,4067,4041,4079,4077,4098,4107,4095,28564,74902,Pocola,OK,35.241727000000004,-94.46967,111.43817653565331,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24955,72638,7430,7188,6937,6784,6862,6768,7186,49155,72638,Green Forest,AR,36.327014,-93.40111,111.66417977158417,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24728,72130,805,738,493,388,365,337,560,3686,72130,Prim,AR,35.638247,-92.06612,112.29768558585567,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24909,72543,12058,11979,12263,12643,12599,12650,12535,86727,72543,Heber Springs,AR,35.489515999999995,-92.02327,112.34520134384553,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24986,72701,41996,41869,41076,40760,40259,40308,39782,286050,72701,Fayetteville,AR,36.040467,-94.13376,112.44900779271333,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24733,72136,1176,1221,1333,1727,1684,1665,1772,10578,72136,Romance,AR,35.230036,-92.01106,112.79753429050328,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25089,72955,252,228,180,226,196,300,438,1820,72955,Uniontown,AR,35.594578999999996,-94.44989,112.83959384999406,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24702,72099,665,662,556,488,450,498,616,3935,72099,Little Rock Air Force Base,AR,34.908539000000005,-92.11721999999999,113.0274833933772,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24985,72687,5920,5835,5889,6355,6531,6283,6461,43274,72687,Yellville,AR,36.242942,-92.69011,113.21467225041067,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24749,72167,1361,1483,1813,1970,1954,1736,1719,12036,72167,Traskwood,AR,34.433276,-92.66086999999999,113.27048299139128,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24705,72103,12816,13181,13044,12925,13679,12483,13078,91206,72103,Mabelvale,AR,34.598551,-92.38169,113.39770635035325,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24691,72076,39118,39359,39283,38910,39062,38304,37979,272015,72076,Jacksonville,AR,34.879419,-92.12244,114.00150185404779,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25084,72948,385,316,369,384,429,416,518,2817,72948,Natural Dam,AR,35.72446,-94.41065,114.0562536103388,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24762,72206,24000,24377,24965,24699,25203,26019,25624,174887,72206,Little Rock,AR,34.690671,-92.26865,114.09503668433257,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24640,72011,4021,4354,3935,4406,4349,4273,4074,29412,72011,Bauxite,AR,34.523858000000004,-92.46989,114.37792167338644,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25728,74954,4750,4700,4709,4631,4838,4887,4590,33105,74954,Roland,OK,35.413049,-94.50476,114.42630848053798,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24604,71935,554,702,678,779,796,888,808,5205,71935,Caddo Gap,AR,34.373399,-93.70591,114.43813213587465,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24978,72677,394,444,470,485,484,648,525,3450,72677,Summit,AR,36.255295000000004,-92.68844,114.51200741829282,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24706,72104,23597,23641,23384,22915,22641,22826,23354,162358,72104,Malvern,AR,34.364093,-92.8146,114.5572533888253,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24716,72117,14458,13494,12874,12858,12668,12537,12684,91573,72117,North Little Rock,AR,34.777238,-92.17913,115.10657101024832,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24901,72533,498,556,581,535,499,456,416,3541,72533,Fifty Six,AR,35.965754,-92.2303,115.90390491883196,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24933,72581,1108,1217,1057,1091,990,1021,1030,7514,72581,Tumbling Shoals,AR,35.555144,-91.99286,116.36620099638928,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24602,71929,4425,4437,4442,4522,4827,4796,4487,31936,71929,Bismarck,AR,34.285033,-93.19533,116.42765324312171,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24987,72703,31581,30718,30557,30112,29075,28327,28261,208631,72703,Fayetteville,AR,36.107078,-94.11591999999999,116.65520762430424,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24608,71943,4781,4826,4987,5080,4549,4712,4821,33756,71943,Glenwood,AR,34.320028,-93.5993,116.9455334483253,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24940,72616,10545,10471,10175,10107,10187,10158,10441,72084,72616,Berryville,AR,36.350821,-93.56324000000001,116.97079454991074,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24651,72023,36854,36811,36621,35496,34805,34158,35026,249771,72023,Cabot,AR,34.967043,-92.03537,117.40502255648735,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24917,72560,8952,8797,8808,8783,8872,8860,8754,61826,72560,Mountain View,AR,35.863114,-92.11108,118.58399978871147,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25013,72753,8770,8282,7993,7924,7581,7581,7936,56067,72753,Prairie Grove,AR,35.951426,-94.32245999999999,119.21260224581758,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25712,74932,2576,2500,2535,2569,2666,2691,2286,17823,74932,Cameron,OK,35.138765,-94.54108000000001,119.48072573121121,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24999,72730,7749,8847,8554,7935,7717,7634,7585,56021,72730,Farmington,AR,36.03667,-94.25261,120.05831395875657,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24952,72634,4697,4511,4672,4963,4969,4818,4670,33300,72634,Flippin,AR,36.263145,-92.57635,120.06138169493103,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25724,74948,12202,12672,12521,12616,12709,12553,12788,88061,74948,Muldrow,OK,35.431711,-94.56575,120.10320448452416,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24638,72007,7537,7240,6821,6065,6174,5485,6708,46030,72007,Austin,AR,34.998573,-91.98416999999999,120.64539757815497,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24614,71953,14530,14759,14517,14271,13920,13458,14882,100337,71953,Mena,AR,34.588479,-94.21566999999999,120.88753548775992,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24599,71921,3868,3944,3857,3566,3615,3456,3652,25958,71921,Amity,AR,34.257603,-93.45822,120.92890785647215,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24992,72717,970,840,888,780,732,827,1071,6108,72717,Canehill,AR,35.852946,-94.4219,121.08535889360368,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24970,72662,2770,3006,2981,2674,2862,2669,2986,19948,72662,Omaha,AR,36.427675,-93.19473,122.0857995712326,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24898,72530,1502,1760,1884,1886,1726,1635,1987,12380,72530,Drasco,AR,35.615840999999996,-91.9451,122.12896566387705,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24911,72546,203,182,215,246,273,312,181,1612,72546,Ida,AR,35.581607,-91.93053499999999,122.50566769458578,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25019,72764,55486,55598,54340,52101,51840,49927,50230,369522,72764,Springdale,AR,36.182407,-94.1082,122.51832290093702,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24607,71941,2289,2143,2396,2329,2145,2202,2098,15602,71941,Donaldson,AR,34.254277,-92.95971,122.59697972998525,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24998,72729,192,165,109,146,91,148,280,1131,72729,Evansville,AR,35.797242,-94.47662,122.74117428481749,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25010,72749,101,104,95,104,69,53,84,610,72749,Morrow,AR,35.864399,-94.43534,122.75738976009877,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24945,72626,1201,1164,1301,1414,1489,1403,1243,9215,72626,Cotter,AR,36.276949,-92.53279,123.39315332031805,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24988,72704,24943,23827,22578,21113,21114,19989,21336,154900,72704,Fayetteville,AR,36.096998,-94.2486,124.2604332437738,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24641,72012,12694,13039,12766,12758,11750,11486,11986,86479,72012,Beebe,AR,35.095774,-91.90635999999999,124.62064092468891,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24683,72065,5126,5143,4921,4550,4350,4569,5207,33866,72065,Hensley,AR,34.52109,-92.29743,124.95912259457002,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24960,72644,2823,2629,2528,2419,2412,2153,2268,17232,72644,Lead Hill,AR,36.424285999999995,-92.925,125.0350500773676,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25732,74959,7192,6970,6638,6603,6303,6573,6736,47015,74959,Spiro,OK,35.247209000000005,-94.62105,125.08267418816148,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24726,72128,855,864,854,802,829,882,814,5900,72128,Poyen,AR,34.32012,-92.63984,125.35978849901717,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24755,72176,9329,9438,8972,9013,8734,8472,8141,62099,72176,Ward,AR,35.008528999999996,-91.92244000000001,125.67271468612402,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24756,72179,532,608,586,398,316,296,450,3186,72179,Wilburn,AR,35.505158,-91.87084,126.25403434987999,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24950,72632,4063,4265,4542,4176,4060,4307,4449,29862,72632,Eureka Springs,AR,36.392122,-93.7476,126.36576167063826,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24613,71952,223,212,295,181,126,128,145,1310,71952,Langley,AR,34.29627,-93.83655999999999,127.04579100380697,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25007,72744,5400,5259,5138,4749,4403,4344,5343,34636,72744,Lincoln,AR,35.954696999999996,-94.42735,127.25784940414589,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24953,72635,3833,3525,3266,3513,3516,3673,3624,24950,72635,Gassville,AR,36.297345,-92.48429,127.63326822298203,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25018,72762,37994,36261,35142,35924,34481,35038,35342,250182,72762,Springdale,AR,36.186059,-94.1937,127.85389933186207,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24738,72142,2432,2631,2857,2733,2734,2823,2499,18709,72142,Scott,AR,34.689349,-92.07791999999999,128.2128219635684,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25727,74953,11742,11946,11502,11747,12020,11841,11632,82430,74953,Poteau,OK,35.052793,-94.61829,128.4156745873691,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24727,72129,1241,1240,1280,1286,1218,1273,1409,8947,72129,Prattsville,AR,34.330808000000005,-92.54349,128.45882913304897,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25008,72745,12488,11728,11552,11159,10501,10674,11376,79478,72745,Lowell,AR,36.247575,-94.11371,128.48679790784757,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24698,72085,168,227,228,222,310,263,220,1638,72085,Letona,AR,35.362742,-91.8275,128.8482593871276,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24967,72658,2223,2545,2406,2128,1925,1615,1685,14527,72658,Norfork,AR,36.193278,-92.29361999999999,128.87109376791142,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24612,71950,1060,1030,931,826,813,879,875,6414,71950,Kirby,AR,34.251107,-93.76005,128.91858121665317,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24948,72630,235,164,189,181,223,179,197,1368,72630,Diamond City,AR,36.461304999999996,-92.91702,129.205751197421,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24973,72668,354,506,619,564,479,550,521,3593,72668,Peel,AR,36.427510999999996,-92.76948,129.34987273016844,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24968,72660,621,567,722,715,577,547,524,4273,72660,Oak Grove,AR,36.492129,-93.3744,129.6711096956941,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24720,72121,2966,2709,2651,2428,2463,2510,2704,18431,72121,Pangburn,AR,35.432905,-91.81900999999999,130.00952952156086,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25726,74951,1276,1323,1509,1530,1581,1650,1504,10373,74951,Panama,OK,35.172259000000004,-94.67008,130.44584811434058,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24942,72619,2301,2107,2057,2042,1859,1886,1936,14188,72619,Bull Shoals,AR,36.380815000000005,-92.5856,131.12885303521614,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24704,72102,3159,2730,2427,2299,2238,2037,2873,17763,72102,McRae,AR,35.125583,-91.82508,131.2107468165221,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24892,72523,1182,1085,1207,1083,1166,1051,1091,7865,72523,Concord,AR,35.648717,-91.84428,131.87750746875955,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24888,72519,3259,3006,2982,3038,2747,3047,3150,21229,72519,Calico Rock,AR,36.132092,-92.16638,132.15278104224925,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25714,74936,1209,1230,1253,1276,1608,1630,1153,9359,74936,Gans,OK,35.392525,-94.70368,132.2966134199705,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25715,74937,5745,5898,5963,5975,5662,5335,5959,40537,74937,Heavener,OK,34.866896999999994,-94.58622,132.33661134942744,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24949,72631,4120,4201,4241,4586,4314,4130,3709,29301,72631,Eureka Springs,AR,36.443321999999995,-93.77474000000001,132.55349051425725,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25717,74940,2724,2493,2372,2442,2632,2706,2697,18066,74940,Howe,OK,34.956272,-94.63333,132.7836250120441,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24959,72642,1787,1935,1967,1839,1745,1820,1979,13072,72642,Lakeview,AR,36.378546,-92.53817,132.90703812211626,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
22661,65739,1058,1015,1097,1312,1402,1441,1326,8651,65739,Ridgedale,MO,36.531361,-93.28199000000001,133.56413521836225,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24915,72555,128,136,104,139,150,120,182,959,72555,Marcella,AR,35.758314,-91.86797,133.5673891798518,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
22656,65733,681,798,726,653,758,636,720,4972,65733,Protem,AR,36.483329,-92.81449,133.9801153215639,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25014,72756,40187,39811,39762,39202,37803,37053,38455,272273,72756,Rogers,AR,36.342234999999995,-94.07141,134.82572739614884,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24923,72567,302,195,351,399,298,275,262,2082,72567,Pleasant Grove,AR,35.819261,-91.88291,134.84595981065513,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24627,71971,704,519,438,587,660,660,513,4081,71971,Umpire,AR,34.299569,-94.03479,135.39708027855144,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
22572,65611,1949,1998,2033,1895,1796,1981,1969,13621,65611,Blue Eye,MO,36.54602,-93.34364000000001,135.43677001869332,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
25015,72758,39323,38516,37376,36055,35583,33749,33487,254089,72758,Rogers,AR,36.306616,-94.14622,135.47505503057863,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
24699,72086,9984,10102,10745,11085,11111,10848,10727,74602,72086,Lonoke,AR,34.7964,-91.90949,135.52079671082433,35.330898,-93.247162,London,AR,Arkansas Nuclear One,2.0
